date,description,south_rating,kaanapali_rating,northwest_rating
"Wednesday, June 22 2022","North West (epili,kapatua, Honolua)

Mostly sunny, Windy. Isolated showers
Strong currents further out from shore
Kapalua Bay & Honolua Bay are best

Near Ka'anapali (ick rock. airport Kahekil

Sunshine. Breezy winds. Passing clouds
Powerful waves at times, mainly south of BR
Waves smaller at Kahekili. Good visibility

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing clouds & winds
Powerful waves & currents. Pretty hazardous
Slightly smaller waves along Wailea Beach",3.0,5.5,7.5
"Thursday, June 9 2022","North West (epili,kapatua, Honolua)

Sunny skies. Increasing PM clouds/wind
Usual stronger currents outside the bays
Kapalua & Honolua are super clear

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & favorable winds epxected
Usual stronger currents out past rock tip
Black Rock & Kahekili are incredible this AM

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Increasing PM clouds/wind
Elevated waves & currents in some areas.
Kam 1,2,3, Ulua, Wailea & Mak Landing great",8.0,9.0,8.5
"Wednesday, June 8 2022","North West (epili,kapatua, Honolua)

Passing clouds this morning clearing up
Breezy. Slightly elevated waves
Kapalua Bay & Honolua looking great

Near Ka'anapali (ick rock. airport Kahekil

Beautiful sunshine. Passing clouds later
Wind may affect some areas later
Kahekili & Black Rock both excellent!

South Shore (oiowalu, kinei, Makena Landing)

Sunny this morning. Increasing PM winds
Waves are still just big enough to affect
Wailea Beach. part of Ulua & Kam #1 best",6.0,8.5,7.0
"Saturday, June 11 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds. Windy
Stronger currents outside the bays
Kapalua Bay & Honolua looking good

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies. Strong east winds
Wind may affect Kahekili later
South face of Black Rock should stay calm

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & calm winds this morning
Increasing PM winds likely wind waves later
Kam 1,2,3, Wailea & Makena Landing all good",8.0,75,7.0
"Sunday, June 5 2022","North West (epili,kapatua, Honolua)

Isolated showers. Mostly sunny
Slightly elevated waves, mainly in Napili
Kapalua Bay & Honolua Bay are great

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & favorable wind expected
Waves sliglty elevated in sections of beach
Black Rock & Kahekili both fantastic

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Breezy afternoon winds
Waves are picking up but not as big
North end of Ulua, Wailea & Kamaole are good",6.5,8.0,7.5
"Friday, June 24 2022","North West (epili,kapatua, Honolua)

AM isolated showers. Mostly sunny. Windy
Strong currents in windier areas
Kapalua Bay & Honolua looking good

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies. Passing clouds. PM winds
Still elevated waves in areas to avoid
Black Rock & Kahekili both looking great

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Passing clouds. Increasing wind
Elevated waves in areas, particularly Makena
Kam 1,2,3, Ulua & Wailea beaches look good",6.5,8.0,7.5
"Saturday, June 25 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Increasing clouds
Scattered showers expected later
Kapalua Bay & Honolua Bay great this AM

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Increasing clouds
Scattered showers expected later
Black Rock & Kahekili both great this AM

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Incresasing clouds
Scattere showers expected later
Kam 1,2,3, Wailea Beaches good this AM",7.0,75,7.5
"Monday, June 20 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds. Windy
Waves in the outer points & shallows
Kapalua Bay & Honolua looking great

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & lighter wind expected
Waves picking up throughout the day
This morning Black Rock & Kahekili still good

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Light AM wind increasing later
Waves picking up throughout the day
Kam 1 & north end of Ulua have smallest waves",6.0,6.5,8.0
"Tuesday, June 21 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Isolated showers. Breezy
Waves in Napili. Stronger currents in areas
Most of Kapalua Bay & Honolua are good

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies are expected. East breeze
Hazardous waves & super strong currents
Smaller waves along Kahekili Beach park

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light winds. Increasing PM winds
Super dangerous waves & strong currents
Kamaole # 1 has justy slightly smaller waves",2.0,4.0,7.5
"Tuesday, June 14.2022","North West (epili,kapatua, Honolua)

Isolated showers then mostly sunny
Super strong winds & strong currents
Kapalua Bay will have the best conditons

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & clear visibility. Very strong winds
May get too windy for Kahekili this afternoon
South face of Black Rock likely great all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light AM wind. Strong winds later
Strong winds & choppy conditions likelty later
This morning Kam 1,2,3 & Ulua beach are best",6.5,75,6.0
"Wednesday, June 1, 2022","North West (epili,kapatua, Honolua)

Isolated showers. Mostly sunny PM
Powerful waves & currents in Napili
Honolua Bay is the most calm & clear

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny, passing clouds at times
DANGEROUS waves, currents & undertow
Kahekili beach has slightly smaller waves

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies expected. Increasing PM clouds
DANGEROUS waves, currents & undertow
Kamaole Beach # 1 has slightly smaller waves",1.0,1.5,6.
"Friday, June 10 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing isolated showers
Strong currents outside of the bays
Kapalua Bay & Honolua both nice & clear

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies with passing clouds. Breezy
Wind may affect Kahekili at times
Black Rock & Kahekili both excellent this AM

South Shore (oiowalu, kinei, Makena Landing)

Sunshine & light wind this AM. Breezy PM
Increasing wind. Likley wind waves later
Kam 1,2,3, Wailea 7 Makena Landing good",7.0,8.0,7.5
"Thursday, June 2, 2022","North West (epili,kapatua, Honolua)

Mostly sunny with isolated showers
Hazardous in Napili & parts of Kapalua
Honolua Bay is fantastic for snorkeling

Near Ka'anapali (ick rock. airport Kahekil

Sunshine expected for most of the day
Dangerous waves, currents & undertow
Slightly smaller waves at Kahekili Beach

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing PM clouds
Dangerous waves, currents & undertow
Slightly smaller waves at Kamaole Beach # 1",1.0,1.5,7.0
"Thursday, June 30 2022","North West (epili,kapatua, Honolua)

Mostly to partly sunny. Scattered showers
Super strong wind- rough seas in areas
Kapalua Bay & most of Honolua are good

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Increasing PM clouds
Strong winds. Waves breaking in areas
South face of Black Rock is looking best

South Shore (oiowalu, kinei, Makena Landing)

Sunny with increasing wind & clouds later
Waves still breaking but getting smaller
Wailea Beach & Kamaole Beach #1 OK",5.0,6.0,6.5
"Wednesday, June 15 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Isolated showers. Windy
Strong currents outside of the bays
Napili Bay & Kapalua Bay looking best

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expetced. Northeast winds
Kahekili may get too windy this afternoon
South face of Black Rock good all day

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny with increasing PM clouds
Increasing winds likely too chopp this PM
This AM Kam 1,2,3, & Ulua beach look good",6.0,75,6.5
"Sunday, June 19 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Windy with passing clouds
Waves may pick up. Currents further out
Kapalua Bay & Honolua Bay are best

Near Ka'anapali (ick rock. airport Kahekil

Beautiful sunshine & light wind expected
Waves up in sections of the beach
Kahekili & Black Rock have clear visibility

South Shore (oiowalu, kinei, Makena Landing)

Sunny beach day. Lighter winds expected
Elevated waves in areas of the beaches
Kam 1,2,3, Ulua & Wailea Beach looking good",7.0,8.0,7.5
"Saturday, June 18 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds. Windy
Wavs picked up in more exposed areas
Kapalua Bay & most of Honolua look good

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & favorable wind expetced
Waves picked up a bit more. Avoid waves
Kahekili & Black Rock both looking good

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing clouds & wind
Waves in areas. Wind waves later
Kam 1, north end of Ulua looking best",6.0,7.0,6.5
"Monday, June 27 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing showers this AM
Waves in Napili bay & outskirts of Kapalua
Kapalua Bay good, Honolua Bay great

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & lighter wind expetced
Dangerous ocean conditions. Hazardous
Smaller waves at south end of Kahekili

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Increasing PM clouds
Extremely dangerous ocean conditions
Slightly smaller waves at Kamaole # 1",1.5,3.0,7.0
"Sunday, June 26 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds. Breezy
Waves in Napili. Currents outside the bays
Inside Kapalua Bay & Honolua are best

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies. East breeze around 10 mph
Waves & currents getting stronger all day
Kahekil Beach is least affected this morning

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies & light winds expetced
Dangerous waves & hazardous ocean
Slightly smaller waves at Kamaole # 1",2.0,6.0,8.0
"Monday, June 13 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Isolated showers. Windy
Super windy & currents outside the bays
Inside Kapalua Bay has calmest water

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies expected. Strong east winds
Currents strong further out & near rock tip
Kahekili & Black Rock both have clear visibility

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies expected all day. Light AM winds
Strong winds & wind waves this afternoon
Kam 1,2,3, Ulua, Wailea & Mak Landing good early",6.5,7.0,6.0
"Sunday, June 12 2022","North West (epili,kapatua, Honolua)

Mostly sunny. Passing clouds. Very windy
Strong currents outside of the bays
Most of Kapalua Bay & Honolua are good

Near Ka'anapali (ick rock. airport Kahekil

Sunshine & breezy winds. Clear visibility
Probably too windy for Kahekili later
South face of Black Rock likely great all day

South Shore (oiowalu, kinei, Makena Landing)

Sunny skies. Super strong afternoon winds
Choppy wind waves expected this afternoon
Kam 1,2,3, Ulua & Wailea Beaches good this AM",6.0,75,6.5
"Tuesday, June 7 2022","North West (epili,kapatua, Honolua)

Mostly sunny with passing clouds
Windy outside the bays-stronger currents
Kapalua Bay & Honolua are fantastic

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & ligth winds expected
Waves up a bit. Take care to avoid waves
Black Rock & Kahekili = super clear visibility

South Shore (oiowalu, kinei, Makena Landing)

Sunny with increasing PM wind & clouds
Waves are up a bit. Avoid the waves
Smallest waves at the Kamaole Beaches",5.5,7.0,8.0
"Monday, June 6 2022","North West (epili,kapatua, Honolua)

Sunny skies. East breeze areougn 14 mph
Waves are small & only affecting points
Kapalua Bay & Honolua are super clear

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies & light winds expetced
Waves slightky up in some areas
Black Rock & Kahekili Beach are excellent

South Shore (oiowalu, kinei, Makena Landing)

Sunny with light winds this morning
Waves picked up in areas of the beaches
Visibility is still good. Kamaole Beaches best",6.5,8.5,8.0
"Sunday, July 24 2022","North West (epili, kapatua, Honolua)

Mostly sunny. Passing clouds. Windy
Strong currents outside the bays
Kapalua Bay & Honolua are excellent

Near Ka'anapali ick rock. airport Kahekil

Sunny skies expected. Breezy east wind
Afternoon wind may affect Kahekili
Black Rock & Kahekili both incredible this AM!

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Light AM wind. Strong PM wind
Likely wind waves & strong currents later
Kam 1,2,3, Ulua, Wailea, Makena Landing great",8.0,9.0,8.5
"Wednesday, July 20 2022","North West (epili, kapatua, Honolua)

Scattered showers then mostly sunny
Still waves & strong currents in areas
Kapalua Bay is OK. Honolua Bay is best

Near Ka‘anapali (eiack rock. airport Kahekil

Mostly sunny. Increasing PM winds
Smaller but still powerful waves at times
Kahekili is best. South face of Black Rock OK

South Shore (oiowalu, kinei, Makena Landing)

Sunny. Light AM winds. Strong PM winds
Hazardous waves & debris in the water
Biggest waves in Makena. Smallest at Kam #1",3.5,5.0,5.5
"Wednesday, July 20 2022","North West (epili,kapatua, Honolua)

Scattered showers then mostly sunny
Still waves & strong currents in areas
Kapalua Bay is OK. Honolua Bay is best

Near Ka'anapali (ick rock. airport Kahekil

Mostly sunny. Increasing PM winds
Smaller but still powerful waves at times
Kahekili is best. South face of Black Rock OK

South Shore (oiowalu, kinei, Makena Landing)

Sunny. Light AM winds. Strong PM winds
Hazardous waves & debris in the water
Biggest waves in Makena. Smallest at Kam #1",3.5,5.0,5.5
"Thursday, July 212022","North West (epili,kapatua, Honolua)

Rain this morning. Mostly sunny this PM
Currents & waves outside of the bays
Kapalua Bay & Honolua likely good this PM

Near Ka'anapali (ick rock. airport Kahekil

Mostyl sunny. Breezy afternoon winds
Slightly elevated waves & currents in areas
South face of Black Rock & Kahekili both good

South Shore (oiowalu, kinei, Makena Landing)

Mostly sunny. Light wind early, strong later
Elevated waves in areas, biggest in Makena
The Kamaole beaches & Ulua look best here",5.5,7.0,6.0
"Friday, July 12022","North West (epili,kapatua, Honolua)

Mostly sunny with scattered showers
Super strong winds gusting up to 40 mph
Inside Kapalua Bay & part of Honolua good

Near Ka'anapali (ick rock. airport Kahekil

Sunny skies are epected. Super strong winds
Extremely strong at Kahekili & past rock tip
SOUTH face of Black Rock looking good

South Shore (oiowalu, kinei, Makena Landing)

Sunny, Light wind this AM. Strong winds this PM
Currents & wind waves this afternoon
This AM. Kam 1,2,3, Ulua & Mak Landing good",6.0,6.5,6.0
"Thursday, July 28 2022","North West (enili, kapatua, Honolua)

Sunny. East wind around 14 mph
Waves & currents in Napili Bay
Kapalua Bay good. Honolua Bay is great

Near Ka'anapali (eiack Rock. airport Kahekil

Sunny, light winds expected alll day
Increasing Waves, currents & undertow
Still OK early if waves avoided. Kahekili is best

South Shore (oiowalu, kinei, Makena Landing)

Sunny with light wind expected
Waves & currents becoming hazardous
Parts of Kam 1, Ulua & Wailea still OK this AM",4.0,5.5,7.5
